date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
2026-01-23,,"Three strategic priorities permeate across all strategic partnerships in the period. Democratic values and human rights, fragile context and displacement, and climate and green solutions are present through different approaches and varying emphasis in line with the technical capacity and the partner’s core competencies.",8573655,"Denmark, Government of",Governments,DNK,2026,2026,,,,CARE Denmark,NGOs,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2026-01-19,,,55000000,DKK,6.415,375141,23/00606,2026-01-23,2026-01-23
2026-01-23,,"Three strategic priorities permeate across all strategic partnerships in the period. Democratic values and human rights, fragile context and displacement, and climate and green solutions are present through different approaches and varying emphasis in line with the technical capacity and the partner’s core competencies.",7482463,"Denmark, Government of",Governments,DNK,2026,2026,,,,Caritas Denmark,NGOs,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2026-01-19,,,48000000,DKK,6.415,375142,2022 - 2518,2026-01-23,2026-01-23
2026-01-23,,"Three strategic priorities permeate across all strategic partnerships in the period. Democratic values and human rights, fragile context and displacement, and climate and green solutions are present through different approaches and varying emphasis in line with the technical capacity and the partner’s core competencies.",2338270,"Denmark, Government of",Governments,DNK,2026,2026,,,,Danmission,NGOs,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2026-01-19,,,15000000,DKK,6.415,375143,2022 - 2520,2026-01-23,2026-01-23
2026-01-23,,"Three strategic priorities permeate across all strategic partnerships in the period. Democratic values and human rights, fragile context and displacement, and climate and green solutions are present through different approaches and varying emphasis in line with the technical capacity and the partner’s core competencies.",27903352,"Denmark, Government of",Governments,DNK,2026,2026,,,,Danish Refugee Council,NGOs,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2026-01-19,,,179000000,DKK,6.415,375144,23/00640,2026-01-23,2026-01-23
2026-01-23,,"Three strategic priorities permeate across all strategic partnerships in the period. Democratic values and human rights, fragile context and displacement, and climate and green solutions are present through different approaches and varying emphasis in line with the technical capacity and the partner’s core competencies.",24006235,"Denmark, Government of",Governments,DNK,2026,2026,,,,Danish Red Cross,Red Cross/Red Crescent Organizations,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2026-01-19,,,154000000,DKK,6.415,375145,2022 - 2523,2026-01-23,2026-01-23
2026-01-23,,"Three strategic priorities permeate across all strategic partnerships in the period. Democratic values and human rights, fragile context and displacement, and climate and green solutions are present through different approaches and varying emphasis in line with the technical capacity and the partner’s core competencies.",31176929,"Denmark, Government of",Governments,DNK,2026,2026,,,,ACT Alliance / DanChurchAid,NGOs,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2026-01-19,,,200000000,DKK,6.415,375146,23/00642,2026-01-23,2026-01-23
2026-01-23,,"Three strategic priorities permeate across all strategic partnerships in the period. Democratic values and human rights, fragile context and displacement, and climate and green solutions are present through different approaches and varying emphasis in line with the technical capacity and the partner’s core competencies.",16056118,"Denmark, Government of",Governments,DNK,2026,2026,,,,Oxfam Danmark,NGOs,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2026-01-19,,,103000000,DKK,6.415,375147,2022 - 2530,2026-01-23,2026-01-23
2026-01-23,,"The overall purpose of the Strategic Partnerships  is to implement the new strategy for Danish development cooperation “The World We Share” through dynamic and mutually reinforcing partnerships with independent Danish CSOs through the strategic priorities set out in the strategy, namely democratic values and human rights, fragile contexts and displacement and climate and green solutions.",6703040,"Denmark, Government of",Governments,DNK,2026,2026,,,,Plan International,NGOs,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2026-01-19,,,43000000,DKK,6.415,375148,23/00649,2026-01-23,2026-01-23
2026-01-23,,"Three strategic priorities permeate across all strategic partnerships in the period. Democratic values and human rights, fragile context and displacement, and climate and green solutions are present through different approaches and varying emphasis in line with the technical capacity and the partner’s core competencies.",17770850,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2026-01-19,,,114000000,DKK,6.415,375149,2022 - 2532,2026-01-23,2026-01-23
2026-01-23,,"Three strategic priorities permeate across all strategic partnerships in the period. Democratic values and human rights, fragile context and displacement, and climate and green solutions are present through different approaches and varying emphasis in line with the technical capacity and the partner’s core competencies.",2338270,"Denmark, Government of",Governments,DNK,2026,2026,,,,SOS Children's Villages,NGOs,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2026-01-19,,,15000000,DKK,6.415,375150,2022 - 2534,2026-01-23,2026-01-23
2026-01-23,,"Grant covering 2023-2027. Grant is contribution to UNRWA general fund, 
- provides basic education, primary health care and social services to Palestine refugees in five fields of operation",16367888,"Denmark, Government of",Governments,DNK,2026,2026,,,,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2026-01-19,,,105000000,DKK,6.415,375152,104.C.7-2.,2026-01-23,2026-01-23
2026-01-23,2021,"The goal (impact level) of the DERF is to prevent loss of life and escalation of suffering among people affected by an acute humanitarian crisis. By establishing a pool of funds that is rapid, effective, and relevant, with integrity and flexibility (output level),  the DERF responds to acute humanitarian crisis situations and reaches affected populations by responding to their needs (outcome level).",52058,"Denmark, Government of",Governments,DNK,2026,2026,,,,Civil Society in Development,NGOs,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-01-19,2021-07-05,,324527,DKK,6.234,375153,2021 - 19719,2026-01-23,2026-01-23
2026-01-23,,"Three strategic priorities permeate across all strategic partnerships in the period. Democratic values and human rights, fragile context and displacement, and climate and green solutions are present through different approaches and varying emphasis in line with the technical capacity and the partner’s core competencies.",5923617,"Denmark, Government of",Governments,DNK,2026,2026,,,,Adventist Development and Relief Agency,NGOs,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2026-01-19,,,38000000,DKK,6.415,375154,23/00573,2026-01-23,2026-01-23
2026-01-23,,"Strengthened resilience and self-reliance of returning Afghan refugees, displaced people, and local communities through enhanced access to livelihood opportunities and other public goods, such as clean, safe drinking water, with focus on women and girls.",2338270,"Denmark, Government of",Governments,DNK,2026,2026,Afghanistan Humanitarian Needs and Response Plan 2026,HAFG26,1502,Danish Committee for Aid to Afghan Refugees,NGOs,,AFG,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2026-01-19,,Multiyear,15000000,DKK,6.415,375155,24/47229,2026-01-23,2026-01-23
2025-12-29,,"Denmark - Ministry of Foreign Affairs, Danida",0,"Denmark, Government of",Governments,DNK,2025,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,,PAK,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-12-18,,Multiyear,0,DKK,6.504,363600,24/47229,2025-12-29,2025-12-29
2025-12-29,,"Denmark - Ministry of Foreign Affairs, Danida",0,"Denmark, Government of",Governments,DNK,2025,2026,,,,Norwegian Refugee Council,NGOs,,IRN,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-12-18,,Multiyear,0,DKK,6.504,363603,24/47229,2025-12-29,2025-12-29
2025-12-29,2025,"Denmark - Ministry of Foreign Affairs, Danida",0,"Denmark, Government of",Governments,DNK,2025,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,,IRN,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-11-26,2025-08-28,Multiyear,0,DKK,6.377,363682,24/47229,2025-12-29,2025-12-29
2025-12-29,,"Forcibly displaced and host communities in Pakistan (of all age, gender and diversity groups) enjoy their fundamental rights and actively participate in building inclusive and resilient societies for a sustainable future.",4716981,"Denmark, Government of",Governments,DNK,2026,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,,PAK,,,Afghanistan Complex Emergency August 2021,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2025-12-18,,,30000000,DKK,6.36,372366,24/47229,2025-12-29,2025-12-29
2025-12-29,,"Support pathways to durable solutions for displaced Afghans in Afghanistan and Iran through (i) improving access to rights and protection, and (ii) sustainable livelihoods.",3273585,"Denmark, Government of",Governments,DNK,2026,2026,,,,Norwegian Refugee Council,NGOs,,IRN,,,Afghanistan Complex Emergency August 2021,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2025-12-18,,,20820000,DKK,6.36,372369,24/47229,2025-12-29,2025-12-29
2025-12-29,,"Denmark - Ministry of Foreign Affairs, Danida",0,"Denmark, Government of",Governments,DNK,2025,2026,,,,International Organization for Migration,Multilateral Organizations,,PAK,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-12-18,,Multiyear,0,DKK,6.36,372372,24/47229,2025-12-29,2025-12-29
2025-12-29,,Contribute to the resilience of Afghans and host communities in Pakistan through enhanced living conditions in a protective environment.,5716981,"Denmark, Government of",Governments,DNK,2026,2026,,,,International Organization for Migration,Multilateral Organizations,,PAK,,,Afghanistan Complex Emergency August 2021,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2025-12-18,,,36360000,DKK,6.36,372373,24/47229,2025-12-29,2025-12-29
2025-12-29,,Enhanced protection and strengthened resilience of vulnerable Afghan refugees in Iran,619483,"Denmark, Government of",Governments,DNK,2026,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,,IRN,,,Afghanistan Complex Emergency August 2021,2026,2026,financial,Standard,Traditional aid,outgoing,single,pledge,2025-11-26,,,4000000,DKK,6.457,372381,24/47229,2025-12-29,2025-12-29
2025-12-12,2025,"Somalia: Boaidoa. The programme increases resilience for children, adolescents, youth, and their familiies through partnerships with local actors, including youth-led CSOs.",13089611,"Denmark, Government of",Governments,DNK,2026,2026,Somalia Humanitarian Needs and Response Plan 2026,HSOM26,1516,Save the Children,NGOs,Education,SOM,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,83153980,DKK,6.3527,370883,DK-CVR-63407216-20800759,2025-12-12,2026-02-11
2025-12-12,2025,"South Sudan: Maban, Rumbek. The programme strengthens capacities of local actors in education, child protection, and MHPSS, and improves the participation and resilience of children, youth, and their families.",13509375,"Denmark, Government of",Governments,DNK,2026,2026,South Sudan Humanitarian Needs and Response Plan 2026,HSSD26,1512,Save the Children,NGOs,Education,SSD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,85820599,DKK,6.3527,370884,DK-CVR-63407216-20800758,2025-12-12,2026-01-14
2025-12-12,2025,"The project will focus on the emergency needs with unconditional cash transfer and school and pedagogical kits distribution, as well as setting up of temporary learning spaces supporting host schools welcoming IDPs children",6530846,"Denmark, Government of",Governments,DNK,2026,2026,Burkina Faso Besoins Humanitaires et Plan de Réponse 2026,HBFA26,1499,Save the Children,NGOs,Protection - Child Protection,BFA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,41488311,DKK,6.3527,370885,DK-CVR-63407216-20800975,2025-12-12,2026-02-18
2025-12-12,2025,Niger: Diffa and Zinder. The programme improves child protection and MHPSS for children affected by conflict and children on the move with a special focus on girls.,7834846,"Denmark, Government of",Governments,DNK,2026,2026,Niger Besoins Humanitaires et Plan de Réponse 2026,HNER26,1513,Save the Children,NGOs,Protection - Child Protection,NER,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,49772188,DKK,0.157414,370886,DK-CVR-63407216-20800756,2025-12-12,2026-01-12
2025-12-12,2025,"Mali: Mopti and Gao. The prgramme strengtens the educational and protection resilience of children, adolescents, and youth affected by armed conflict and climate change in partnership with local actors.",10649368,"Denmark, Government of",Governments,DNK,2026,2026,Mali Besoins Humanitaires et Plan de Réponse 2026,HMLI26,1511,Save the Children,NGOs,Protection,MLI,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,67651921,DKK,6.3527,370887,DK-CVR-63407216-20800764,2025-12-12,2026-02-17
2025-12-12,2025,"Afghanistan: Nangahar. This programme improves resilience of conflict-affected children, adolescents, and youth through life skills education, MHPSS, and entrepreneurial skills.",8306070,"Denmark, Government of",Governments,DNK,2026,2026,Afghanistan Humanitarian Needs and Response Plan 2026,HAFG26,1502,Save the Children,NGOs,Food Security,AFG,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,52765718,DKK,6.3527,370888,DK-CVR-63407216-20800771,2025-12-12,2026-02-11
2025-12-12,2025,"Part of East and Horn of Africa regional programme. The programme improves collective action, resiliance, and wellbeing for children, adolescents, and youth through partnerhsips with regional CSOs, including a youth-led network.",328869,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Education,ETH,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,2089199,DKK,6.3527,370889,DK-CVR-63407216-20800767-ETH,2025-12-12,2025-12-12
2025-12-12,2025,"Part of East and Horn of Africa regional programme. The programme improves collective action, resiliance, and wellbeing for children, adolescents, and youth through partnerhsips with regional CSOs, including a youth-led network.",2118232,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Education,KEN,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,13456426,DKK,6.3527,370890,DK-CVR-63407216-20800767-KEN,2025-12-12,2025-12-12
2025-12-12,2025,"Part of East and Horn of Africa regional programme. The programme improves collective action, resiliance, and wellbeing for children, adolescents, and youth through partnerhsips with regional CSOs, including a youth-led network.",155487,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Education,UGA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,987759,DKK,6.3527,370891,DK-CVR-63407216-20800767-UGA,2025-12-12,2025-12-12
2025-12-12,2025,"Part of East and Horn of Africa regional programme. The programme improves collective action, resiliance, and wellbeing for children, adolescents, and youth through partnerhsips with regional CSOs, including a youth-led network.",174245,"Denmark, Government of",Governments,DNK,2026,2026,Sudan Humanitarian Needs and Response Plan 2026,HSDN26,1514,Save the Children,NGOs,Education,SDN,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,1106918,DKK,0.157415,370892,DK-CVR-63407216-20800767-SUD,2025-12-12,2026-01-14
2025-12-12,2025,"Part of MENA regional programme. The programme supports collective action, resilience, and wellbeing for children, adolescents, and youth in partnership with youth-led CSOs.",1147009,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Education,EGY,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,7286567,DKK,6.3527,370893,DK-CVR-63407216-20800752-EGY,2025-12-12,2025-12-12
2025-12-12,2025,"Part of MENA regional programme. The programme supports collective action, resilience, and wellbeing for children, adolescents, and youth in partnership with youth-led CSOs.",1290048,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Education,LBN,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,8195251,DKK,6.3527,370894,DK-CVR-63407216-20800752-LEB,2025-12-12,2025-12-12
2025-12-12,2025,"Part of MENA regional programme. The programme supports collective action, resilience, and wellbeing for children, adolescents, and youth in partnership with youth-led CSOs.",922365,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Education,JOR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,5859480,DKK,6.3527,370895,DK-CVR-63407216-20800752-JOR,2025-12-12,2025-12-12
2025-12-12,2025,"Part of East and Horn of Africa regional programme. The programme improves collective action, resiliance, and wellbeing for children, adolescents, and youth through partnerhsips with regional CSOs, including a youth-led network.",69353,"Denmark, Government of",Governments,DNK,2026,2026,Mozambique Humanitarian Needs and Response Plan 2026,HMOZ26,1506,Save the Children,NGOs,Education,MOZ,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,440576,DKK,6.3527,370896,DK-CVR-63407216-20800767-MOZ,2025-12-12,2026-01-15
2025-12-12,2025,"Part of East and Horn of Africa regional programme. The programme improves collective action, resiliance, and wellbeing for children, adolescents, and youth through partnerhsips with regional CSOs, including a youth-led network.",346764,"Denmark, Government of",Governments,DNK,2026,2026,République Démocratique du Congo Besoins Humanitaires et Plan de Réponse 2026,HCOD26,1509,Save the Children,NGOs,Education,COD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,2202879,DKK,6.3527,370897,DK-CVR-63407216-20800767-DRC,2025-12-12,2026-01-30
2025-12-12,2025,Part of localisation programme - setting up pooled funds,706077,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Multi-sector,NPL,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,4485475,DKK,6.3527,370898,DK-CVR-63407216-2080090NEP,2025-12-12,2025-12-12
2025-12-12,2025,"Part of East and Horn of Africa regional programme. The programme improves collective action, resiliance, and wellbeing for children, adolescents, and youth through partnerhsips with regional CSOs, including a youth-led network.",1480195,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Education,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,9403193,DKK,6.3527,370899,DK-CVR-63407216-20800767,2025-12-12,2025-12-12
2025-12-12,2025,"Sahel regional programmme (HUM). This programme supports children, adolescents, and youth across Burkina Fasom Mali and Niger to establish more peaceful and inclusive societies that uphold and protect their rights as well as strengthens capacities of regional CSOs to advocate against SGBV and to engage youth in social cohesion.",1086181,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Protection - Child Protection,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,6900150,DKK,6.3527,370900,DK-CVR-63407216-2080090SAH,2025-12-12,2025-12-12
2025-12-12,2025,Bangladesh: Cox's Bazar. The programme improves education and child protection services for Rohhingya refugee children.,5997003,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Education,BGD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,38096982,DKK,6.3527,370901,DK-CVR-63407216-20801026,2025-12-12,2025-12-12
2025-12-12,2025,Iraq: Diyala. The programme increases access to employment for conflict-affected adolescents and youth and advances local leadership in national coordination systems.,6928436,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Protection - Child Protection,IRQ,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,44014064,DKK,6.3527,370902,DK-CVR-63407216-20800792,2025-12-12,2025-12-12
2025-12-12,2025,Occupied Palestinian Territory humanitarian aid,6158055,"Denmark, Government of",Governments,DNK,2026,2026,Escalation of Hostilities in the OPT Flash Appeal 2026,FPSE26,1510,Save the Children,NGOs,,PSE,,,oPt Complex Emergency 2023-24,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,39120090,DKK,6.3527,370903,DK-CVR-63407216-2080090PAL,2025-12-12,2026-01-02
2025-12-12,2025,"Mental Health and Psychosocial Support.  The thematic programme improves MHPSS quality and scale for children, adolescents and youth, and families in fragile contexts. The amounts reported on this activity are the funds that have been spent globally - there is additional spending has been allocated to the country and regional programme IATI activities.",187293,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Protection - Child Protection,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,1189811,DKK,6.3527,370904,DK-CVR-63407216-20800900X1,2025-12-12,2025-12-12
2025-12-12,2025,"Education in Emergencies. This programme ensures that girls and boys are safe and can learn regardless of who they are, where they live, or what is happening around them. The amounts reported on this activity are the funds that have been spent globally - there is additional spending has been allocated to the country and regional programme IATI activities.",1387057,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Education,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,8811516,DKK,0.157414,370905,DK-CVR-63407216-20800901X1,2025-12-12,2025-12-12
2025-12-12,2025,"Adolescents and Youth: Shifting Power. The programme supports local adolescent- and youth-led civil society in fragile contexts to strengthen engagement capacity for global evidence, learning, and advocacy. The amounts reported on this activity are the funds that have been spent globally - there is additional spending has been allocated to the country and regional programme IATI activities.",479165,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Multi-sector,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,3043978,DKK,6.3527,370906,DK-CVR-63407216-20800900X2,2025-12-12,2025-12-12
2025-12-12,2025,Local Leadership. The programme supports enabling local and national leadership in fragile and humanitarian contexts. The amounts reported on this activity are the funds that have been spent globally - there is additional spending has been allocated to the country and regional programme IATI activities.,353039,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Multi-sector,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,2242738,DKK,0.157414,370907,DK-CVR-63407216-20800901X2,2025-12-12,2025-12-12
2025-12-12,2025,Evidence and Learning on SPA Activities,1120258,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Multi-sector,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,7116626,DKK,6.3527,370908,DK-CVR-63407216-20801135,2025-12-12,2025-12-12
2025-12-12,2025,Ukraine 2022 crisis response,7937597,"Denmark, Government of",Governments,DNK,2026,2026,Ukraine Humanitarian Needs and Response Plan 2026,HUKR26,1515,Save the Children,NGOs,Early Recovery,UKR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,50424932,DKK,6.3527,370909,DK-CVR-63407216-20800896,2025-12-12,2026-01-12
2025-12-12,2025,Global Flexible Funds. Humanitarian funding allocated to multiple countries,7000000,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Early Recovery,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,44468689,DKK,6.3527,370910,DK-CVR-63407216-2080090FLEX,2025-12-12,2025-12-12
2025-12-12,2025,Co-financing. Unallocated support costs,1022810,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Multi-sector,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,6497574,DKK,6.3527,370911,DK-CVR-63407216-2080090COFIN,2025-12-12,2025-12-12
2025-12-12,2025,"Innovation, Evidence & Research. Unallocated support costs",333000,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Multi-sector,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,2115439,DKK,0.157414,370912,DK-CVR-63407216-2080090INNO,2025-12-12,2025-12-12
2025-12-12,2025,"Unallocated support costs (Climate, Gender)",850000,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Multi-sector,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,5399769,DKK,0.157414,370913,DK-CVR-63407216-2080090GLOBUNALLO,2025-12-12,2025-12-12
2025-12-12,2025,Danish International Development Assistance,0,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,,SYR,,,,2026,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-12-09,2025-10-01,,0,DKK,6.3527,370914,DK-CVR-63407216-20800769,2025-12-12,2026-01-12
2025-12-12,2025,"Syria: All areas. The programme advances local leadership and accountability in education, child protection, and MHPSS responses to conflict-affected children and families.    Strengthened community involvement in the monitoring of the humanitarian response of Save the Children and its implementing partners in Syria, and wider capacity building of local stakeholders.",19316053,"Denmark, Government of",Governments,DNK,2026,2026,Syrian Arab Republic Humanitarian Response Priorities 2026,HSYR26,1518,Save the Children,NGOs,Education,SYR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,122708507,DKK,0.157414,370915,DK-CVR-63407216-20800769,2025-12-12,2026-01-12
2025-12-12,2025,"Syria: All areas. The programme advances local leadership and accountability in education, child protection, and MHPSS responses to conflict-affected children and families.    Strengthened community involvement in the monitoring of the humanitarian response of Save the Children and its implementing partners in Syria, and wider capacity building of local stakeholders.",583695,"Denmark, Government of",Governments,DNK,2026,2026,,,,Save the Children,NGOs,Education,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-09,2025-10-01,,3708024,DKK,0.157414,370916,DK-CVR-63407216-20800769,2025-12-12,2025-12-12
2025-11-07,,"Provision of emergency shelter, protection and basic needs services to conflict affected communities in Ukraine",63306,Danish Refugee Council,NGOs,DNK,2026,2026,Ukraine Humanitarian Needs and Response Plan 2025,HUKR25,1271,Danish Refugee Council,NGOs,Emergency Shelter and NFI,UKR,,,,2025,2025,financial,Standard,Traditional aid,outgoing,single,paid,2025-10-31,2025-07-11,,407688,DKK,6.44,367287,DRC-PooledFunds-2026-Shelter-Traditional,2025-11-07,2025-11-07
2025-11-07,,"Provision of emergency shelter, protection and basic needs services to conflict affected communities in Ukraine",7305,Danish Refugee Council,NGOs,DNK,2026,2026,Ukraine Humanitarian Needs and Response Plan 2025,HUKR25,1271,Danish Refugee Council,NGOs,Protection,UKR,,,,2025,2025,financial,Standard,Traditional aid,outgoing,single,paid,2025-10-31,2025-07-11,,47041,DKK,6.4396,367288,DRC-PooledFunds-2026-Protection-Traditional,2025-11-07,2025-11-07
2025-11-07,,"Provision of emergency shelter, protection and basic needs services to conflict affected communities in Ukraine",79009,Danish Refugee Council,NGOs,DNK,2026,2026,Ukraine Humanitarian Needs and Response Plan 2025,HUKR25,1271,Danish Refugee Council,NGOs,Food Security,UKR,,,,2025,2025,financial,Standard,Cash transfer programming (CTP),outgoing,single,paid,2025-10-31,2025-07-11,,67948,DKK,0.86,367289,DRC-PooledFunds-2026-FSL-Cash,2025-11-07,2025-11-07
2025-09-25,2022,UNHCR Humanitarian Partnership Framework Agreement 2022-2026,-2553271,"Denmark, Government of",Governments,DNK,2025,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,,,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-07-18,2022-06-10,Multiyear,0,DKK,6.6902,362462,2022 - 11701,2025-09-25,2025-09-25
2025-09-25,2022,"The objective of Denmark’s support for UNHCR is to address needs in forced displacement contexts and thereby contributing to the achievement of Agenda 2030’s commitment to “leave no one behind” and in particular Sustainable Development Goals (SDG) 1, 5, 10 and 161, as well as the main priorities of Denmark’s strategy for development cooperation, The World We Share, relating to poverty, fragility, conflict and creating viable alternatives to forced displacement and irregular migration. It also supports Danish government’s ambition for a fair and humane asylum system within international law by focusing in protection and self-reliance for refugees thus helping refugees in humanitarian settings and areas bordering conflict.",0,"Denmark, Government of",Governments,DNK,2025,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,,,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-06-23,2022-05-12,Multiyear,0,DKK,6.601,362465,2022 - 12740,2025-09-25,2025-12-02
